name,address,city,postcode,country,lat,lng,website,operator,phone,opening_hours
The Windsor Castle,378 Carshalton Road,Carshalton,SM5 3PT,GB,51.3625892,-0.1686127,https://www.windsorcastlepub.com/,,,
The Bird in Hand,88 Masbro' Road,London,W14 0LR,GB,51.4997305,-0.2153352,https://thebirdinhandlondon.com/,,,
Famous 3 Kings,171 North End Road,London,W14 9NL,GB,51.4907224,-0.2064449,https://www.socialpubandkitchen.co.uk/famous-three-kings-west-kensington,,,Mo-Th 12:00-23:00; Fr 12:00-25:00; Sa 11:00-25:00; Su 11:00-23:00
Curtains Up,28a Comeragh Road,London,W14 9HR,GB,51.4894003,-0.2095192,,,,
The Devonshire Arms,37 Marloes Road,London,W8 6LA,GB,51.4968085,-0.1926957,https://www.thedevonshirearmskensington.co.uk/,Mitchells & Butlers,,Mo-Sa 12:00-23:30; Su 12:00-22:30
The Hampton,The Avenue,Hampton,TW12 3RA,GB,51.4260613,-0.3771962,https://www.hamptonalehousehampton.co.uk/,,,"Mo-We 07:00-23:00, Th 07:00-23:59, Fr-Su 12:00-02:00, Fr,Sa 07:00-11:59, Su 07:00-21:00"
The Waverley,24 Heath Road,Weybridge,KT13 8TH,GB,51.3678081,-0.4606056,,,,
Victoria Tavern,203 Holloway Road,London,N7 8DL,GB,51.5508116,-0.1103013,,,,
The Angel,,London,,GB,51.5154902,-0.1278407,,Sam Smith's,,
Sun and 13 Cantons,21 Great Pulteney Street,London,,GB,51.5126563,-0.1365791,https://www.sunand13cantons.co.uk/,"Fuller, Smith & Turner plc",,
The Wenlock Arms,26 Wenlock Road,London,N1 7TA,GB,51.531425,-0.0939456,https://wenlockarms.com/,,,"Tu-We 16:00-23:00, Th 12:00-24:00, Fr-Sa 12:00-01:00, Su 12:00-22:00"
The Bull,13 North Hill,London,,GB,51.5754474,-0.150966,https://www.thebullhighgate.com/,,+44 20 8341 0510,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-22:30
The California,267 Brighton Road,Sutton,SM2 5SU,GB,51.3442669,-0.1972086,https://www.emberinns.co.uk/nationalsearch/london/the-california-sutton/food,,,
Old Fountain,3 Baldwin Street,London,EC1V 9NU,GB,51.5270176,-0.089041,https://oldfountain.co.uk/,,+44 20 7253 2970,
Warrington,93 Warrington Crescent,London,W9 1EH,GB,51.5271918,-0.1830815,https://www.thewarrington.co,,+44 20 7286 8282,Mo-Th 15:00-23:00; Fr 15:00-00:00; Sa 12:00-00:00; Su 12:00-22:30
Warwick Castle,6 Warwick Place,London,W9 2PX,GB,51.5220225,-0.1838677,,,,
Marquis of Lorne,,London,,GB,51.4663769,-0.1197249,,,,
The Eagle,15 Clifton Road,London,W9 1SY,GB,51.5255015,-0.1791993,,,,
The Winning Post,265 High Street,London,SM1 1LD,GB,51.3676087,-0.195243,,,,
The Eagle,159 Farringdon Road,London,,GB,51.524138,-0.1097433,https://theeaglefarringdon.co.uk/,,+44 20 7837 1353,
The Green,29 Clerkenwell Green,London,EC1R 0DU,GB,51.5227879,-0.1063854,https://www.thegreenclerkenwell.com,,,Mo 17:00-22:00; Tu-We 12:00-22:30; Th-Sa 12:00-23:30
The Dovetail,9-10 Jerusalem Passage,London,EC1V 4JP,GB,51.5232109,-0.1039624,https://www.dovetailec1.co.uk,,,
Horseshoe,24 Clerkenwell Close,London,EC1R 0AT,GB,51.523877,-0.1067774,,,,Mo-Fr 12:00-23:00
The Crown Tavern,43 Clerkenwell Green,London,EC1R 0EG,GB,51.5231819,-0.1052383,,,+44 20 7253 4973,Mo-Sa 12:00-23:00; Su 12:00-20:00
The Three Kings,7 Clerkenwell Close,London,EC1R 0DY,GB,51.5232688,-0.1058192,https://www.thethreekings.london,,+44 20 3781 1359,Mo-Sa 12:00-23:00; Su 12:00-21:00
The Corner Bar,,London,,GB,51.5271864,-0.0970114,,,,
The Griffin,93 Leonard Street,London,EC2A 4RD,GB,51.5248391,-0.0819902,https://www.the-griffin.com/,,+44 20 3745 7496,Mo-Fr 12:00-00:00; Sa 12:00-01:00; Su 13:00-22:00
The Bell,29 Bush Lane,London,EC4R 0AN,GB,51.5110089,-0.0893986,https://www.greatukpubs.co.uk/bell-bush-lane,Stonegate,,
The Swan Tavern,77-80 Gracechurch Street,London,EC3V 0AS,GB,51.512238,-0.0844553,https://www.swanec3.co.uk/,,,
Sawyers Arms,8-9 London Street,London,W2 1HL,GB,51.5154924,-0.1746004,https://www.greeneking.co.uk/pubs/greater-london/sawyers-arms,,,
The Sussex Arms,21 London Street,London,W2 1HL,GB,51.5150087,-0.1739,http://www.sussexarms.com/,,+44 20 7723 1026,
Fountains Abbey,109 Praed Street,London,W2 1RL,GB,51.5169157,-0.1729579,https://www.greeneking.co.uk/pubs/greater-london/fountains-abbey,,,
The Carpenters Arms,,London,,GB,51.5285099,-0.1158985,,,,
The Union Tavern,52 Lloyd Baker Street,London,WC1X 9AA,GB,51.5266545,-0.113356,https://www.uniontavernlondon.uk/,,+44 20 7278 0111,Mo-Sa 10:00-23:00; Su 10:00-22:30
The Blue Lion,133 Gray's Inn Road,London,WC1X 8TU,GB,51.5240077,-0.1157437,,,,Mo-Fr 12:00-23:00; Sa Off; Su Off
The 3 Crowns,8 East Road,London,N1 6AD,GB,51.5271121,-0.0877364,,,,
The Griffin,1262 High Road,London,N20 9HH,GB,51.6302216,-0.174419,https://www.griffinwhetstone.pub/,,+44 20 8445 1110,Mo-Th 12:00-23:00; Fr-Sa 12:00-00:00; Su 12:00-22:30
The Blue Posts,22 Berwick Street,London,W1F 0QA,GB,51.5138375,-0.1349787,https://www.theblueposts.net/,,+44 20 7437 5008,Mo-Sa 11:30-23:00; Su 11:30-22:30
Feeney's,48 Mark Lane,London,,GB,51.5099705,-0.08034,,,,Mo 12:00+; Tu-Fr 12:00-23:00
The Trinity Bell,20 Creechurch Lane,London,EC3A 5AY,GB,51.5138099,-0.0788975,https://www.thetrinitybell.co.uk/,,,
The Craft Beer Co,29-31 Mitre Street,London,EC3A 5BU,GB,51.5136899,-0.0785468,,,,
The Barley Mow,127 Curtain Road,London,EC2A 3BX,GB,51.5260672,-0.080531,,,,
The Eagle,2 Shepherdess Walk,London,N1 7LB,GB,51.5286232,-0.0916409,https://www.theeaglehoxton.co.uk/,,,
The Old Blue Last,38 Great Eastern Street,London,EC2A 3ES,GB,51.5243737,-0.0800746,https://www.theoldbluelast.com,,+44 20 7739 7033,Mo-We 13:00-24:00; Th 13:00-01:00; Fr-Sa 13:00-03:00; Su 13:00-24:00
The Horns,262-264 Old Street,London,EC1V 9DD,GB,51.5260468,-0.0851025,,,,
Commercial Tavern,142 Commercial Street,London,E1 6NU,GB,51.52165,-0.0756836,https://www.commercial-tavern.com/,,+44 20 3137 9563,Mo-Sa 12:00-23:00; Su 12:00-22:30
The Crown and Shuttle,226 Shoreditch High Street,London,E1 6PJ,GB,51.5225031,-0.0782488,https://www.crownandshuttle.com/,,+442073752905,Mo 16:00-23:00; Tu-We 12:00-23:00; Th-Fr 12:00-00:00; Sa 12:00-01:00
Goose Island Brew Pub,222 Shoreditch High Street,London,E1 6PJ,GB,51.5227656,-0.078188,,,,
The Ten Bells,84 Commercial Street,London,E1 6LY,GB,51.5193553,-0.074291,,,,"Mo-We,Su 12:00-24:00; Th-Sa 12:00-01:00"
The Golden Heart,110 Commercial Street,London,E1 6LZ,GB,51.5201489,-0.0742242,,,,
The Cambria,40 Kemerton Road,London,SE5 9AR,GB,51.464479,-0.0981144,https://thecambrialondon.co.uk/,,+44 20 7326 0426,Mo-Fr 11:00-23:00; Sa 11:00-24:00; Su 12:00-22:30
The White Horse,,London,,GB,51.6120058,-0.0652119,,,,
The Old Crown Pub,33 New Oxford Street,London,WC1A 1BH,GB,51.5169981,-0.1250478,,,,
The Cambridge,Charing Cross Road,London,WC2H 0DP,GB,51.5135794,-0.129534,https://www.nicholsonspubs.co.uk/restaurants/london/thecambridgecambridgecircuslondon,,,
The Spice of Life,6 Moor Street,London,W1D 5NA,GB,51.5133979,-0.1298595,https://www.spiceoflifesoho.com/,,+44 20 7437 7013,
The Coach & Horses,2 Old Compton Street,London,W1D 4TA,GB,51.513882,-0.1296871,https://www.coachandhorsesoldcompton.co.uk/,Shepherd Neame,+44 20 7434 4294,
Admiral Duncan,54 Old Compton Street,London,W1D 4UB,GB,51.5129204,-0.1322801,,Stonegate,,
Duke of Wellington,77 Wardour Street,London,W1D 6QA,GB,51.5123174,-0.1331259,https://www.dukeofwellingtonsoho.co.uk/london,Stonegate,,Mo-Sa 12:00-24:00; Su 12:00-23:30
The Ship,116 Wardour Street,London,W1F 0TT,GB,51.5140538,-0.1341888,https://www.shipsoho.co.uk/,Fullers,,"Mo-Fr 12:00-23:00, Sa 13:00-23:00"
Prince of Wales,2 Church Hill Road,East Barnet,EN4 8TB,GB,51.6421151,-0.1632433,https://www.greatukpubs.co.uk/prince-of-wales-east-barnet,Stonegate,,"Mo-Th 11:00-23:00; Fr,Sa 11:00-24:00; Su 12:00-23:00"
Duke's Head,8 Lower Richmond Road,London,SW15 1JN,GB,51.4673052,-0.2171074,https://www.dukesheadputney.com/,Young's,+44 20 8788 2552,"Mo-Th 12:00-24:00; Fr,Sa 12:00-01:00; Su 12:00-22:30"
The Boathouse,32 Brewhouse Lane,London,SW15 2JX,GB,51.4652003,-0.2127718,https://www.boathouseputney.co.uk/,Young's,,12:00-23:00
Duke of Wellington,63 Eaton Terrace,London,SW1W 8TR,GB,51.4930914,-0.1533357,https://www.dukeofwellingtonbelgravia.co.uk/,,,Mo-Sa 12:00-23:00; Su 12:00-21:00
Bricklayer's Arms,32 Waterman Street,London,SW15 1DD,GB,51.4660548,-0.2167546,http://www.bricklayers-arms.co.uk/,Free House,,Mo-Su 12:00-23:00
The Duchess,39 Duke Street,London,W1U 1LP,GB,51.5147407,-0.1514512,https://www.thechaptercollection.co.uk/duchess-marylebone,,,Mo-Th 11:00-23:00; Fr-Sa 11:00-00:00; Su 12:00-22:00
The Flying Horse,52 Wilson Street,London,EC2A 2ER,GB,51.5204366,-0.0849871,https://www.flyinghorsepub.co.uk/,,+44 20 7247 5338,Mo-Fr 11:00-00:00
The Defector's Weld,170 Uxbridge Road,London,W12 8AA,GB,51.5053327,-0.2243896,https://www.defectors-weld.co.uk/,,+44 20 8749 0008,
Ye Olde Rose and Crown,53-55 Hoe Street,London,,GB,51.5877776,-0.0204334,https://www.yeolderoseandcrowntheatrepub.co.uk/,,+44 20 8509 3880,Mo-Th 15:00-23:00; Fr 14:00-01:00; Sa 12:00-01:00; Su 12:00-23:00
The Plumbers Arms,14 Lower Belgrave Street,London,SW1W 0LN,GB,51.4964883,-0.1475447,https://www.greeneking.co.uk/pubs/greater-london/plumbers-arms,,,
Crown & Sceptre,34 Holland Road,London,W14 8BA,GB,51.4979862,-0.2074023,https://www.crownandsceptrepub.com/,,,
The Castle,100 Holland Park Avenue,London,W11 4UA,GB,51.5069343,-0.2070241,https://www.castlehollandpark.co.uk/#,,+44 20 7313 9301,
Old Doctor Butler's Head,2 Mason's Avenue,London,EC2V 5BT,GB,51.5156771,-0.0902787,,Shepherd Neame,,
The Pavilion End,23 Watling Street,London,EC4M 9BR,GB,51.5129685,-0.0939687,https://www.pavilionendpub.co.uk/,,,
Ye Olde Watling,29 Watling Street,London,EC4M 9BR,GB,51.5129142,-0.0935575,https://www.nicholsonspubs.co.uk/restaurants/london/yeoldewatlingwatlingstreetlondon,Mitchells & Butlers plc,,
Williamson's Tavern,1 Groveland Court,London,EC4M 9EH,GB,51.5132976,-0.0940229,https://www.nicholsonspubs.co.uk/restaurants/london/williamsonstaverngrovelandcourtlondon,,,
The Tokenhouse,4 Moorgate,London,EC2R 6DA,GB,51.5152609,-0.0892795,https://www.tokenhousemoorgate.co.uk/,Fullers,+44 20 7600 6569,"Mo-Fr 08:00-23:00; Sa,Su closed"
The Globe,83 Moorgate,London,EC2M 6SA,GB,51.5176819,-0.0887589,https://www.nicholsonspubs.co.uk/restaurants/london/theglobemoorgatelondon,,,
Red Lion,1 Eldon Street,London,EC2M 7LS,GB,51.5188007,-0.086027,https://www.greeneking.co.uk/pubs/greater-london/red-lion,,,
The Jugged Hare,49 Chiswell Street,London,EC1Y 4SA,GB,51.520922,-0.0921713,https://etmcollection.co.uk/venue/the-jugged-hare/,,,
The Slaughtered Lamb,34-35 Great Sutton Street,London,EC1V 0DX,GB,51.5233123,-0.1012071,,,,"Sa-We 12:00-24:00, Th,Fr 12:00-01:00"
The Mitre Hotel,291 Greenwich High Road,London,SE10 8NA,GB,51.4801661,-0.009709,,,,Mo-Th 12:00-23:00; Fr-Sa 12:00-24:00; Su 12:00-22:30
The Gate Clock,210 Creek Road,London,SE10 9RB,GB,51.4815638,-0.0111842,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-gate-clock-greenwich,,+44 20 8269 2000,Su-Th 08:00-24:00; Fr-Sa 08:00-25:00
Mr. Fogg's Tavern,58 St Martin's Lane,London,WC2N 4EA,GB,51.5109856,-0.1268285,,,,
The Queens Head,22 Easton Street,London,WC1X 0DS,GB,51.5263091,-0.1113191,https://www.publove.co.uk/pubs/queens-head,,,
The Fox,28-30 Paul Street,London,EC2A 4LB,GB,51.5234298,-0.0841783,https://www.thefoxpublichouse.co.uk/,,,
The George,213 Strand,London,WC2R 1AP,GB,51.5131279,-0.1130016,,,,
Ye Olde Cock Tavern,22 Fleet Street,London,EC4Y 1AA,GB,51.5137613,-0.1104973,https://www.greeneking.co.uk/pubs/greater-london/ye-olde-cock-tavern,,,
Duke of York Public House,130-134 Victoria Street Victoria,London,SW1E 5LA,GB,51.4967254,-0.1426512,,,,
The Albert,52 Victoria Street,London,SW1H 0NP,GB,51.4976759,-0.1355396,https://www.greeneking-pubs.co.uk/pubs/greater-london/albert/,,+44 20 7222 5577,Mo-We 10:00-23:00; Th-Sa 10:00-00:00; Su 10:00-22:30
The Gloucester,187 Sloane Street,London,SW1X 9QR,GB,51.4999692,-0.159533,https://www.greeneking-pubs.co.uk/pubs/greater-london/gloucester/,,,
The Culpeper,40 Commercial Street,London,E1 6LP,GB,51.5168862,-0.0729084,https://www.theculpeper.com/,,+44 20 7247 5371,"Mo-Th 11:00-24:00, Fr,Sa 11:00-02:00, Su 11:00-23:00"
The Assembly Rooms,147–153 High Street,Epsom,KT19 8EH,GB,51.3326575,-0.2699295,,,,
The Herne Tavern,2 Forest Hill Road,London,SE22 0RR,GB,51.4541199,-0.0632652,http://www.thehernetavern.co.uk/,,,
The Stag Bar,96 Westbridge Road,London,SW11 3PH,GB,51.4758626,-0.1730747,,,,
The Harlequin,27 Arlington Way,London,EC1R 1UY,GB,51.5298926,-0.1061838,,,,
The Horse & Well,566-568 High Road,Woodford Green,IG8 0PS,GB,51.6169433,0.0265917,,,,
The Nightingale,51 Nightingale Lane,London,E11 2EY,GB,51.5816442,0.0284406,http://www.thenightingalewanstead.com/,,,
The Duke,Nightingale Lane,London,E11 2EY,GB,51.5826491,0.027798,https://www.thedukewanstead.com/,,,
The Star by Liverpool Street,94-98 Middlesex Street,London,E1 7EZ,GB,51.5172673,-0.0770201,https://starbyliverpoolstreet.co.uk/,,,
Woodin's Shades,212 Bishopsgate,London,EC2M 4PT,GB,51.5182473,-0.0793069,https://www.nicholsonspubs.co.uk/restaurants/london/thewoodinsshadesbishopsgatelondon,,,
Kings Stores,14 Widegate Street,London,E1 7HP,GB,51.5179988,-0.0778223,,,,
Bricklayer's Arms,63 Charlotte Road,London,EC2A 3PE,GB,51.526175,-0.0811116,,,,
Be At One,,London,,GB,51.5267439,-0.0808851,https://www.beatone.co.uk/shoreditch,Stonegate,,
The Britannia Public House,94 Ironmonger Row,London,EC1V 3QR,GB,51.5272983,-0.094491,,,,"Mo-Sa 12:00-23:00; Su,PH 12:00-19:00"
The Reliance,336 Old Street,London,EC1V 9DR,GB,51.5265986,-0.0814232,https://therelianceshoreditch.co.uk/,,+44 20 7729 6888,"Mo-We,Su 12:00-23:00; Th-Sa 12:00-02:00"
Nancy Spains,128-130 Curtain Road,London,EC2A 3AQ,GB,51.5262773,-0.0801662,https://nancyspains.co.uk/,,,
The Spread Eagle,3 Kingsland Road,London,E2 8AA,GB,51.5274788,-0.0782005,,,,
Old Kings Head,28 Holywell Row,London,EC2A 4JB,GB,51.5231109,-0.0823032,,,,
The Horse & Groom,28 Curtain Road,London,EC2A 3NZ,GB,51.5228612,-0.0804337,https://www.thehorseandgroom.net/,Greene King,,
The Bell,617 Forest Road,London,E17 4NE,GB,51.5902692,-0.0169615,https://www.crafted-social.co.uk/bell-walthamstow,Stonegate,,
The Cockpit,7 St Andrew's Hill,London,EC4V 5BY,GB,51.5127073,-0.1014982,,,,
The Swallow,,London,,GB,51.5536512,-0.4486855,,,,
The Blackfriar,174 Queen Victoria Street,London,EC4V 4EG,GB,51.5121515,-0.1036558,https://www.nicholsonspubs.co.uk/restaurants/london/theblackfriarblackfriarslondon,Mitchells & Butlers,+44 20 7236 5474,"Mo-Tu, Sa 11:00-23:00; We-Fr 11:00-23:30; Su 12:00-22:30"
The Clarence,4 Dover Street,London,,GB,51.5078573,-0.1413284,https://www.nicholsonspubs.co.uk/restaurants/london/theclarencemayfairlondon,Mitchells & Butlers plc,,
Il Cicchetto,44 Old Street,London,,GB,51.5239337,-0.0963178,,,,
Mops & Brooms,,Borehamwood,WD6 5PD,GB,51.6667458,-0.2540373,,,,
The Garrick Arms,8-10 Charing Cross Road,London,WC2H 0HG,GB,51.5103587,-0.1280811,https://www.greeneking.co.uk/pubs/greater-london/garrick-arms,Greene King,,
Coombe Lodge,104 Coombe Road,Croydon,CR0 5RB,GB,51.3624876,-0.0715331,,,,
The Three Lords,27 Minories,London,EC3N 1DE,GB,51.5125184,-0.0753313,,,,
The Castle,30 West Street,Harrow,HA1 3EF,GB,51.5720883,-0.339953,https://www.castle-harrow.co.uk/,Fuller's,,
The Viaduct Tavern,126 Newgate Street,London,EC1A 7AA,GB,51.5162941,-0.1016804,https://www.viaducttavern.co.uk/,Fuller's,+44 20 7600 1863,Mo-Fr 11:00-23:00
The Kennington,60 Camberwell New Road,London,SE5 0RS,GB,51.4799808,-0.107944,https://www.thekennington.com/,,+44 20 7735 9990,
The Queens Head,144 Stockwell Road,London,SW9 9TQ,GB,51.4672687,-0.1181225,https://www.queensheadbrixton.co.uk,,,
The Black Lion,274 Kilburn High Road,London,NW6 2BY,GB,51.5437022,-0.1998333,https://blacklionkilburn.co.uk/,,,Mo-Fr 16:00-00:00; Sa 12:00-00:00; Su 12:00-23:00
The Crown,,London,,GB,51.5566168,-0.2141546,,,,
Paris Bar,54,London,,GB,51.5170464,-0.1053263,,,,
The White Lion,24 James Street,London,WC2E 8NS,GB,51.5127873,-0.1239112,https://www.nicholsonspubs.co.uk/restaurants/london/thewhitelioncoventgardenlondon,Mitchells & Butlers plc,,
The Queen's Head,13 Brook Green,London,W6 7BL,GB,51.4958631,-0.2207425,https://www.queensheadhammersmith.co.uk/,,,
Blue Anchor,Lower Mall,London,W6 9DJ,GB,51.4895924,-0.2308542,https://www.blueanchorlondon.com/,,,
The Dove,19 Upper Mall,London,W6 9TA,GB,51.4904854,-0.2348421,https://www.dovehammersmith.co.uk/,Fullers,,
The Rutland Arms,15 Lower Mall,London,W6 9DJ,GB,51.4896885,-0.2310991,https://www.greeneking.co.uk/pubs/greater-london/rutland-arms,,,
Rising Sun,44-46 Ebury Bridge Road,London,SW1W 8PZ,GB,51.4897475,-0.1504368,,,,
The Porcupine,48 Charing Cross Road,London,WC2H 0BS,GB,51.5117638,-0.1281831,https://www.nicholsonspubs.co.uk/restaurants/london/theporcupineleicestersquarelondon,Mitchells & Butlers plc,,
The Long Acre,1 Upper St Martin's Lane,London,WC2H 9NY,GB,51.5120139,-0.1272933,https://www.crafted-social.co.uk/long-acre-covent-garden,Stonegate,+44 20 7395 1200,
The Gunnersbury,,London,,GB,51.4925578,-0.2758099,,,,
The Old Pack Horse,434 Chiswick High Road,London,W4 5TF,GB,51.4928652,-0.2666266,https://www.oldpackhorsechiswick.co.uk/,,+44 20 8994 2872,"Mo-Th,Sa 12:00-24:00; Fr 12:00-26:00; Su 12:00-23:00"
Express Tavern,56 Kew Bridge Road,London,TW8 0EW,GB,51.4890982,-0.2878973,,Free House,,Su-Th 11:00-23:00; Fr-Sa 11:00-24:00
The Beehive,227 High Street,Brentford,TW8 0JG,GB,51.4836639,-0.3062504,https://www.beehivebrentford.co.uk/,Fuller's,+44 20 8560 2215,
Coach and Horses,,London,,GB,51.4794276,-0.3200945,,Young's,,
The Old Ship,25 Upper Mall,London,W6 9TD,GB,51.4903483,-0.2398601,https://www.oldshiphammersmith.co.uk/,Young's,+44 20 8748 2593,Mo-Th 11:00-23:00; Fr 12:00-23:00; Sa 12:00-23:00; Su 12:00-22:00
The Black Lion,,London,,GB,51.4902482,-0.2416762,,,,
White Hart,New Haw Road,London,KT15 2DS,GB,51.3576151,-0.4868214,,,,
The Pelican,9 Hamm Moor Lane,Addlestone,KT15 2SB,GB,51.3692336,-0.4751563,,,,
Douglas Fir,144 Anerley Road,London,SE20 8DL,GB,51.4147393,-0.0709374,https://www.gipsyhillbrew.com/bar/the-douglas-fir,,+44 20 3583 3130,Mo-Th 16:00-22:00; Fr 16:00-23:00; Sa 12:00-23:00; Su 12:00-21:00
The Railway Bell,,London,,GB,51.6504606,-0.1730007,https://www.jdwetherspoon.com/pubs/all-pubs/england/london/the-railway-bell-barnet,,,
The Carpenter's Arms,30 Carpenters Road,London,E15 2JH,GB,51.538214,-0.0064228,,,,
Lord Kitchener,49 East Barnet Road,London,,GB,51.6497984,-0.1710431,,McMullens,,
The New Moon,Lordship Lane,London,,GB,51.597754,-0.0912905,,,,
The Plough,24 Riverside,London,DA4 0AE,GB,51.3684583,0.2098899,,,,
The Fox,Fox Lane,Caterham,CR3 5QS,GB,51.295113,-0.1104747,,,,Mo-Th 12:00-23:00; Fr-Sa 12:00-23:30; Su 12:00-22:00
Willow Farm,New Road,Rainham,RM13 9ED,GB,51.5066573,0.2261101,https://www.tabletable.co.uk/en-gb/locations/essex/willow-farm,,,
The Phoenix,Broadway,Rainham,RM13 9YW,GB,51.5177067,0.1903759,https://www.craftunionpubs.com/phoenix-rainham,Stonegate,,
The Drayton Arms,153 Old Brompton Road,London,SW5 0LJ,GB,51.490633,-0.1833461,https://www.thedraytonarmssw5.co.uk/,,+44 20 7835 2301,
The Old Dairy,,London,,GB,51.5705452,-0.1156184,https://www.greeneking.co.uk/pubs/greater-london/old-dairy,,,
Stapleton Tavern,2 Crouch Hill,London,N4 4AU,GB,51.570875,-0.1153523,https://stapletontavern.com/,,+44 20 7272 5395,Mo-Th 16:00-23:00; Fr 14:00-00:00; Sa 12:00-00:00; Su 12:00-22:00
The Cherry,359 Mile End Road,London,E3 4QS,GB,51.524513,-0.0367939,https://thecherry-e3.co.uk/,,,
Yorkshire Grey,46 Langham Street,London,W1W 7AX,GB,51.5189024,-0.1413529,,Samuel Smith,,
The Round House,1 Garrick Street,London,WC2E 9AR,GB,51.5112606,-0.1255384,https://www.roundhousecoventgarden.co.uk/,Fullers,,
The Crown,51 New Oxford Street,London,WC1A 1BL,GB,51.5168409,-0.1263989,,,,
Forestdale Arms,Featherbed Lane,Croydon,CR0 9AS,GB,51.3511018,-0.0391255,,,,
Robin Hood,,London,,GB,51.6761298,-0.1266086,,McMullen,,
The Forest Gate Inn,111 Bell Common,Epping,CM16 4DZ,GB,51.6902075,0.0974315,,,,
The Seven Stars,53–54 Carey Street,London,WC2A 2JB,GB,51.5149672,-0.1135036,,,,Mo-Sa 11:00-23:00; Su 12:00-22:30
The Commercial,210-212 Railton Road,London,SE24 0JT,GB,51.4530189,-0.1026578,,,,
The Holy Tavern,55 Britton Street,London,EC1M 5UQ,GB,51.5217751,-0.104037,https://theholytavern.com,St Peter's Brewery,,Mo-Sa 12:00-23:00; Su 12:00-21:30
The Weir,Waterside Drive,Walton-On-Thames,KT12 2JB,GB,51.4015985,-0.4110394,https://www.weirhotel.co.uk/,,,
The Bald Faced Stag,69 High Road,London,N2 8AB,GB,51.589297,-0.1642311,https://www.thebaldfacedstagn2.co.uk/,,,
Pepper Street Tavern,21 Pepper Street,London,E14 9RP,GB,51.4961339,-0.0178252,,Clapham Leisure,,
The Angel,73 City Road,London,EC1Y 1BD,GB,51.5246654,-0.0873704,https://www.theangelcityroad.co.uk/,,+44 20 7253 3753,
The York Arms,,London,,GB,51.6249147,-0.1578528,,,,
New Inn,16-18 Myrtle Road,London,SM1 4BX,GB,51.3646509,-0.1870119,,,,
The Little Windsor,13 Greyhound Road,London,SM1 4BY,GB,51.3640143,-0.1868745,https://www.littlewindsorsutton.co.uk/,,,
The Barley Mow,104 Horseferry Road,London,SW1P 2EE,GB,51.4950766,-0.1316873,,,,Mo-Sa 12:00-23:00; Su 12:00-22:30
The Fitzrovia,18 Goodge Street,London,W1T 2QD,GB,51.5198704,-0.1348351,https://www.greeneking.co.uk/pubs/greater-london/fitzrovia,Spirit Pub Company,,
The Hunter S,194 Southgate Road,London,N1 3HT,GB,51.5459261,-0.0834137,,,,
The Kings Arms,Church Street,London,TN14 7SJ,GB,51.3333236,0.1804003,,,,
The Samuel Palmer,Church Street,London,TN14 7RY,GB,51.3329577,0.183195,https://thesamuelpalmer.com/,,,
The Sparrowhawk,2 Westow Hill,London,SE19 1RX,GB,51.4196116,-0.0828508,https://www.sparrowhawkcp.com/,Stonegate,+44 20 8761 4831,
The Alma,95 Church Road,London,SE19 2TA,GB,51.4172699,-0.0808522,https://www.thealmapub.com/,,+44 20 8768 1885,Su-Th 12:00-23:00; Fr-Sa 12:00-00:00
The White Hart,96 Church Road,London,SE19 2EZ,GB,51.4171869,-0.08136,https://www.thewhitehartse19.co.uk/,,+44 20 8771 9389,"Mo-Sa 11:00-23:00, Su 12:00-22:30"
The Gun,27 Cold Harbour,London,E14 9NS,GB,51.5018201,-0.0077363,https://www.thegundocklands.com/,,+44 20 7519 0075,Mo-Tu 11:30-23:00; We-Sa 11:30-24:00; Su 11:30-22:30
The Shaftesbury Tavern,534 Hornsey Road,London,N19 3QN,GB,51.5697916,-0.1236208,https://theshaftesburytavern.co.uk/,Remarkable Pubs,+44 20 7272 7950,Mo-Th 17:00-23:00; Fr 15:00-00:30; Sa 12:00-00:30; Su 12:00-22:00
5b Urban Bar,27 Three Colt Street,London,E14 8HH,GB,51.5113333,-0.0297465,,,,Tu-Su 16:00-24:00
The Clement Attlee,576-578 Commercial Road,London,E14 7JD,GB,51.5126282,-0.0401458,https://www.theclementattlee.co.uk/,,+44 20 7790 2726,Mo-We 17:00-23:00; Th 17:00-24:00; Fr 15:00-24:00; Sa 12:00-24:00; Su 12:00-22:30
The Crown,667 Commercial Road,London,E14 7LW,GB,51.5128241,-0.0376462,,,,
Prince Regent,81 Salmon Lane,London,E14 7PR,GB,51.5142464,-0.0365653,,,,
Callaghanns,55 Chrisp Street,London,E14 6LP,GB,51.5129234,-0.0142221,,,,
The Festival Inn,71 Grundy Street,London,E14 6AD,GB,51.5123709,-0.0155961,,,,
The Old Red Lion,72 High Holborn,London,WC1V 6LS,GB,51.5181096,-0.1166841,,,,
Tap on the Line,Station Parade,Richmond,TW9 3PZ,GB,51.477267,-0.2851702,https://www.tapontheline.co.uk/,,,
Lord Nelson,1-1a Manchester Road,London,E14 3BD,GB,51.4873801,-0.0131197,,,,"Mo-Th 12:00-23:00; Fr,Sa 12:00-24:00; Su 12:00-22:00"
The Churchill Arms,119 Kensington Church Street,London,,GB,51.5068744,-0.1948709,https://www.churchillarmskensington.co.uk/,,,Mo-Sa 11:00-23:00; Su 12:00-22:30
